masked_sentence	mask_token_str	mapping_type	learnerl1	learnerRawScore	annotationErrorType	incorrect_token	incorrect_token_idx	incorrect_token_length	incorrect_token_pos
The season for this is the global warming , which is the salvation [MASK] the problem and another reason why this idea is possible .	[MASK]	replacement_correction	German	21.0	RT	of	13	2	IN
When we arrived , [MASK] were a lot of people , the pace was beatiful , all seemed perfect .	[MASK]	replacement_correction	Spanish	32.0	SX	the	4	3	DT
When we arrived , the were a lot of people , the [MASK] was beatiful , all seemed perfect .	[MASK]	replacement_correction	Spanish	32.0	RN	pace	12	4	NN
When we arrived , the were a lot of people , the pace was [MASK] , all seemed perfect .	[MASK]	replacement_correction	Spanish	32.0	S	beatiful	14	8	JJ
I wondered [MASK] kind of clothes I should take to the camp and I wanted to know how much money I should take .	[MASK]	replacement_correction	Spanish	30.0	RQ	which	2	5	WDT
I 'm not [MASK] kind of person who can easily fall a sleep and it gets worse when I am in a tent .	[MASK]	replacement_correction	Japanese	38.0	RD	a	3	1	DT
I 'm not a kind of person who can easily fall [MASK] sleep and it gets worse when I am in a tent .	[MASK]	replacement_correction	Japanese	38.0	RP	a	11	1	DT
I 'm not a kind of person who can easily fall a [MASK] and it gets worse when I am in a tent .	[MASK]	replacement_correction	Japanese	38.0	RP	sleep	12	5	NN
After all this I wanted to make my evening pleasant [MASK] for my surprise the theatre restaurant was closed because some problems of sanitary .	[MASK]	replacement_correction	Korean	22.0	RC	however	10	7	RB
After all this I wanted to make my evening pleasant however [MASK] my surprise the theatre restaurant was closed because some problems of sanitary .	[MASK]	replacement_correction	Korean	22.0	RT	for	11	3	IN
After all this I wanted to make my evening pleasant however for my surprise the theatre restaurant was closed because some [MASK] of sanitary .	[MASK]	replacement_correction	Korean	22.0	W	problems	21	8	NNS
After all this I wanted to make my evening pleasant however for my surprise the theatre restaurant was closed because some problems [MASK] sanitary .	[MASK]	replacement_correction	Korean	22.0	W	of	22	2	IN
After all this I wanted to make my evening pleasant however for my surprise the theatre restaurant was closed because some problems of [MASK] .	[MASK]	replacement_correction	Korean	22.0	W	sanitary	23	8	JJ
The biggest difference the absence of TV [MASK] made in my life was that I actually started living .	[MASK]	replacement_correction	Russian	40.00	TV	had	7	3	VBD
The biggest difference the absence of TV had [MASK] in my life was that I actually started living .	[MASK]	replacement_correction	Russian	40.00	TV	made	8	4	VBN
[MASK] is no doubt that functions and structures of the home have been changing as well as that of transformation , for example , have been .	[MASK]	replacement_correction	Japanese	24.00	RA	It	0	2	PRP
It is no doubt that functions and structures of the home have been changing as well as [MASK] of transformation , for example , have been .	[MASK]	replacement_correction	Japanese	24.00	R	that	17	4	DT
However , I think that they mix them up and that they should think about the right [MASK] privacy .	[MASK]	replacement_correction	Japanese	38.00	RT	of	17	2	IN
Although I do not play perfectly , I play quite well , but I would still like to [MASK] .	[MASK]	replacement_correction	Portuguese	29.0	DV	practice	18	8	NN
The show started forty-five minutes [MASK] and this really disappointed me .	[MASK]	replacement_correction	Italian	31.0	FY	later	5	5	RB
We would like to [MASK] if we could go to this show on the 15th March instide off the visit in the Science Museum .	[MASK]	replacement_correction	French	27.00	RV	request	4	7	VB
We would like to request if we could go to this show on the 15th March [MASK] off the visit in the Science Museum .	[MASK]	replacement_correction	French	27.00	S	instide	16	7	VB
We would like to request if we could go to this show on the 15th March instide [MASK] the visit in the Science Museum .	[MASK]	replacement_correction	French	27.00	SX	off	17	3	RP
We would like to request if we could go to this show on the 15th March instide off the visit [MASK] the Science Museum .	[MASK]	replacement_correction	French	27.00	RT	in	20	2	IN
However , there was something good [MASK] me .	[MASK]	replacement_correction	Korean	20.0	RT	to	6	2	TO
[MASK] your advertisment , it said that discounts were available for the tickets .	[MASK]	replacement_correction	Chinese	39.0	RT	On	0	2	IN
On your [MASK] , it said that discounts were available for the tickets .	[MASK]	replacement_correction	Chinese	39.0	S	advertisment	2	12	NN
Do you think she [MASK] have been still alive if she and her boyfriend had n't been followed by these nosy paparazzis ?	[MASK]	replacement_correction	Turkish	35.00	AS	would	4	5	MD
Do you think she would [MASK] been still alive if she and her boyfriend had n't been followed by these nosy paparazzis ?	[MASK]	replacement_correction	Turkish	35.00	AS	have	5	4	VB
Do you think she would have [MASK] still alive if she and her boyfriend had n't been followed by these nosy paparazzis ?	[MASK]	replacement_correction	Turkish	35.00	AS	been	6	4	VBN
Do you think she would have been [MASK] alive if she and her boyfriend had n't been followed by these nosy paparazzis ?	[MASK]	replacement_correction	Turkish	35.00	AS	still	7	5	RB
Do you think she would have been still alive if she and her boyfriend had n't been followed by [MASK] nosy paparazzis ?	[MASK]	replacement_correction	Turkish	35.00	RD	these	19	5	DT
Do you think she would have been still alive if she and her boyfriend had n't been followed by these nosy [MASK] ?	[MASK]	replacement_correction	Turkish	35.00	IN	paparazzis	21	10	NN
It was very disappointing for me that the actor was n't Danny Brook , [MASK] it was told in the advertisment .	[MASK]	replacement_correction	German	35.0	R	how	14	3	WRB
It was very disappointing for me that the actor was n't Danny Brook , how [MASK] was told in the advertisment .	[MASK]	replacement_correction	German	35.0	R	it	15	2	PRP
It was very disappointing for me that the actor was n't Danny Brook , how it was [MASK] in the advertisment .	[MASK]	replacement_correction	German	35.0	RV	told	17	4	VBN
It was very disappointing for me that the actor was n't Danny Brook , how it was told in the [MASK] .	[MASK]	replacement_correction	German	35.0	S	advertisment	20	12	NN
When we are having a shopping , we often find that the place where people often go for a shopping is too [MASK] and it makes us more tired .	[MASK]	replacement_correction	Korean	22.0	SX	crowed	22	6	VBN
Besides the boredom of having [MASK] for forty-five minutes , we were not allowed to visit the restaurant after the show , since it was already closed by the time the show finished .	[MASK]	replacement_correction	Portuguese	33.0	FV	waited	5	6	VBN
I am afraid , [MASK] I want my money back .	[MASK]	replacement_correction	German	21.0	RC	but	4	3	CC
It [MASK] to save our Earth .	[MASK]	replacement_correction	Japanese	28.0	TV	is	1	2	VBZ
It is [MASK] save our Earth .	[MASK]	replacement_correction	Japanese	28.0	TV	to	2	2	TO
It is to [MASK] our Earth .	[MASK]	replacement_correction	Japanese	28.0	TV	save	3	4	VB
[MASK] was a charity concert to save money to poor people of AFRICA .	[MASK]	replacement_correction	Spanish	26.0	RA	That	0	4	DT
That was a charity concert to [MASK] money to poor people of AFRICA .	[MASK]	replacement_correction	Spanish	26.0	RV	save	6	4	VB
That was a charity concert to save money [MASK] poor people of AFRICA .	[MASK]	replacement_correction	Spanish	26.0	RT	to	8	2	TO
That was a charity concert to save money to poor people [MASK] AFRICA .	[MASK]	replacement_correction	Spanish	26.0	RT	of	11	2	IN
[MASK] other advantage is that all offices , firms and industries could not further exist without it .	[MASK]	replacement_correction	German	23.00	RP	An	0	2	DT
An [MASK] advantage is that all offices , firms and industries could not further exist without it .	[MASK]	replacement_correction	German	23.00	RP	other	1	5	JJ
They prefer new original style in order to [MASK] them more attractive .	[MASK]	replacement_correction	Korean	25.0	RV	show	8	4	VB
They prefer new original style in order to show [MASK] more attractive .	[MASK]	replacement_correction	Korean	25.0	RV	them	9	4	PRP
Therefore , I think it is great idea to visit the show for our [MASK] .	[MASK]	replacement_correction	Japanese	27.00	DN	knowledgement	14	13	NN
My [MASK] was the chance to meet a pop group and to help at the concert .	[MASK]	replacement_correction	German	36.0	RN	price	1	5	NN
My price was the chance to meet a pop group and to help at [MASK] concert .	[MASK]	replacement_correction	German	36.0	RD	the	14	3	DT
I was really looking forward to seeing it , because I like [MASK] and also I like Danny Brook .	[MASK]	replacement_correction	Japanese	25.0	FN	musical	12	7	JJ
First of all , it was supposed to be starring Danny Brook and Tina Truelove but in [MASK] real show , it was n't .	[MASK]	replacement_correction	Korean	24.0	RD	a	17	1	DT
Can I change some [MASK] in the Camp or near it ?	[MASK]	replacement_correction	French	18.0	CN	moneys	4	6	NNS
Can I change some moneys [MASK] the Camp or near it ?	[MASK]	replacement_correction	French	18.0	RT	in	5	2	IN
Can I change some moneys in the [MASK] or near it ?	[MASK]	replacement_correction	French	18.0	RP	Camp	7	4	NNP
Secondly the [MASK] time of the show was far from punctual .	[MASK]	replacement_correction	Japanese	32.0	RN	starting	2	8	JJ
Secondly the starting [MASK] of the show was far from punctual .	[MASK]	replacement_correction	Japanese	32.0	RN	time	3	4	NN
I think [MASK] .	[MASK]	replacement_correction	Italian	23.0	RY	no	2	2	DT
Because it was just a waste of money [MASK] go to your show .	[MASK]	replacement_correction	Russian	24.0	FV	to	8	2	TO
Because it was just a waste of money to [MASK] to your show .	[MASK]	replacement_correction	Russian	24.0	FV	go	9	2	VB
English class is going to make a short video about [MASK] daily life .	[MASK]	replacement_correction	Chinese	27.0	MP	school	10	6	NN
I usually do n't buy a lot of them but I must [MASK] that some of them are useful .	[MASK]	replacement_correction	Spanish	30.0	RV	recognise	12	9	VB
But if the politicians or the film stars ask for [MASK] the media has to respect .	[MASK]	replacement_correction	Portuguese	27.00	DN	privacity	10	9	NN
I have never [MASK] this sport , so I ca n't play golf at all .	[MASK]	replacement_correction	Italian	36.0	RV	practised	3	9	VBN
Most of the modern jobs [MASK] computers , so there is no physical effort , just mental , but , on the other hand , we improved communications with computers and Internet , a kind of communication where there is no need to meet personally , to see the other person , just the need to talk .	[MASK]	replacement_correction	Portuguese	30.0	AGV	involves	5	8	VBZ
Most of the modern jobs involves computers , so there is no physical effort , just mental , but , on the other hand , we improved communications with computers and Internet , [MASK] kind of communication where there is no need to meet personally , to see the other person , just the need to talk .	[MASK]	replacement_correction	Portuguese	30.0	RD	a	33	1	DT
But I think the best technological invention which changed my life is the [MASK] -	[MASK]	replacement_correction	Korean	32.0	RP	internet	13	8	NN
In this country my parents used to buy water in bottles to have it clean , but in the little town we did n't [MASK] this possibility and the family where we were staying with , kindly boiled the water for us .	[MASK]	replacement_correction	Spanish	34.00	TV	had	24	3	VBD
In this country my parents used to buy water in bottles to have it clean , but in the little town we did n't had [MASK] possibility and the family where we were staying with , kindly boiled the water for us .	[MASK]	replacement_correction	Spanish	34.00	R	this	25	4	DT
In this country my parents used to buy water in bottles to have it clean , but in the little town we did n't had this [MASK] and the family where we were staying with , kindly boiled the water for us .	[MASK]	replacement_correction	Spanish	34.00	R	possibility	26	11	NN
And the best way to get from there to the conference is to by coach , as there are about 35 [MASK] students , they are all strangers here .	[MASK]	replacement_correction	Chinese	27.00	DJ	internation	21	11	NN
[MASK] my surprise , it was closed .	[MASK]	replacement_correction	Portuguese	28.0	ID	From	0	4	IN
From [MASK] surprise , it was closed .	[MASK]	replacement_correction	Portuguese	28.0	ID	my	1	2	PRP$
From my [MASK] , it was closed .	[MASK]	replacement_correction	Portuguese	28.0	ID	surprise	2	8	NN
I look forward to [MASK] from you	[MASK]	replacement_correction	Spanish	26.0	FV	heard	4	5	VB
To make matters worse , because of the late [MASK] , the theatre restaurant had already closed after the show finished .	[MASK]	replacement_correction	Japanese	25.0	DN	starting	9	8	NN
To make matters worse , because of the late starting , the theatre restaurant had already closed [MASK] the show finished .	[MASK]	replacement_correction	Japanese	25.0	R	after	17	5	IN
I was [MASK] to hearing about I have won first prize in competition .	[MASK]	replacement_correction	Korean	23.0	S	greatful	2	8	JJ
I was greatful to [MASK] about I have won first prize in competition .	[MASK]	replacement_correction	Korean	23.0	FV	hearing	4	7	VBG
I have never [MASK] without a computer , but if we had n't any we would it find normally .	[MASK]	replacement_correction	German	29.00	TV	work	3	4	VBN
I have never work without a computer , but if we had n't any we would [MASK] find normally .	[MASK]	replacement_correction	German	29.00	W	it	16	2	PRP
I have never work without a computer , but if we had n't any we would it [MASK] normally .	[MASK]	replacement_correction	German	29.00	W	find	17	4	VB
I have never work without a computer , but if we had n't any we would it find [MASK] .	[MASK]	replacement_correction	German	29.00	DJ	normally	18	8	RB
Secondly , as you know we 'll have a party after the conference , which will [MASK] taken place at our student council hall with some meals .	[MASK]	replacement_correction	Japanese	22.00	FV	be	16	2	VB
Secondly , as you know we 'll have a party after the conference , which will be [MASK] place at our student council hall with some meals .	[MASK]	replacement_correction	Japanese	22.00	FV	taken	17	5	VBN
I hope it will be a good tip for you and if you have any problem , you can contact with me [MASK] time .	[MASK]	replacement_correction	Korean	25.00	RP	any	22	3	DT
I hope it will be a good tip for you and if you have any problem , you can contact with me any [MASK] .	[MASK]	replacement_correction	Korean	25.00	RP	time	23	4	NN
About the activities listed [MASK] your letter , I choose basketball and singing .	[MASK]	replacement_correction	Portuguese	36.0	RT	on	4	2	IN
So I would like to suggest you [MASK] change the part of programme for visiting this show .	[MASK]	replacement_correction	Japanese	27.00	FV	to	7	2	TO
So I would like to suggest you to [MASK] the part of programme for visiting this show .	[MASK]	replacement_correction	Japanese	27.00	FV	change	8	6	VB
So I would like to suggest you to change the part of programme [MASK] visiting this show .	[MASK]	replacement_correction	Japanese	27.00	R	for	13	3	IN
So I would like to suggest you to change the part of programme for [MASK] this show .	[MASK]	replacement_correction	Japanese	27.00	FV	visiting	14	8	VBG
I have been [MASK] since I was 15 year old .	[MASK]	replacement_correction	Chinese	14.0	RV	learning	3	8	VBG
I have been learning since I was 15 [MASK] old .	[MASK]	replacement_correction	Chinese	14.0	AGN	year	8	4	NN
You can [MASK] a shopping on the internet and it might the fastest way to gather any information you would like to search .	[MASK]	replacement_correction	Korean	23.0	RV	have	2	4	VB
You can have a shopping on the [MASK] and it might the fastest way to gather any information you would like to search .	[MASK]	replacement_correction	Korean	23.0	RP	internet	7	8	NN
You can have a shopping on the internet and it might the fastest way to gather any information you would like to [MASK] .	[MASK]	replacement_correction	Korean	23.0	RV	search	22	6	VB
But I am wondering why it said we could visit the restaurant if you [MASK] it would be closed .	[MASK]	replacement_correction	Chinese	21.0	TV	know	14	4	VBP
But when we [MASK] properly shopping is not enjoyable for example if you forget something that need for salat .	[MASK]	replacement_correction	Turkish	23.0	SX	thing	3	5	NN
But when we thing [MASK] shopping is not enjoyable for example if you forget something that need for salat .	[MASK]	replacement_correction	Turkish	23.0	RY	properly	4	8	RB
But when we thing properly shopping is not enjoyable for example if you forget something that need for [MASK] .	[MASK]	replacement_correction	Turkish	23.0	S	salat	18	5	NN
Even though we want to make things as [MASK] comfortable as possible to our students .	[MASK]	replacement_correction	Portuguese	25.00	FJ	more	8	4	RBR
Even though we want to make things as more [MASK] as possible to our students .	[MASK]	replacement_correction	Portuguese	25.00	FJ	comfortable	9	11	JJ
Even though we want to make things as more comfortable as possible [MASK] our students .	[MASK]	replacement_correction	Portuguese	25.00	RT	to	12	2	TO
It was about 21:00 , I thought it was bit later but it was n't my [MASK] anyway .	[MASK]	replacement_correction	Korean	24.0	S	falt	16	4	JJ
Firstly , there was a different actor/actress [MASK] I have never heard their name before .	[MASK]	replacement_correction	Korean	30.0	AS	who	7	3	WP
Firstly , there was a different actor/actress who [MASK] have never heard their name before .	[MASK]	replacement_correction	Korean	30.0	AS	I	8	1	PRP
Firstly , there was a different actor/actress who I [MASK] never heard their name before .	[MASK]	replacement_correction	Korean	30.0	AS	have	9	4	VBP
Firstly , there was a different actor/actress who I have [MASK] heard their name before .	[MASK]	replacement_correction	Korean	30.0	AS	never	10	5	RB
Firstly , there was a different actor/actress who I have never [MASK] their name before .	[MASK]	replacement_correction	Korean	30.0	AS	heard	11	5	VBN
Firstly , there was a different actor/actress who I have never heard [MASK] name before .	[MASK]	replacement_correction	Korean	30.0	AS	their	12	5	PRP$
Firstly , there was a different actor/actress who I have never heard their [MASK] before .	[MASK]	replacement_correction	Korean	30.0	AS	name	13	4	NN
So they [MASK] both the person they dreamed from .	[MASK]	replacement_correction	German	25.0	W	found	2	5	VBD
So they found [MASK] the person they dreamed from .	[MASK]	replacement_correction	German	25.0	W	both	3	4	DT
So they found both the person they dreamed [MASK] .	[MASK]	replacement_correction	German	25.0	RT	from	8	4	IN
One of the most positive [MASK] of your festival is the price of your weekend ticket .	[MASK]	replacement_correction	French	37.00	AGN	aspect	5	6	NN
However , [MASK] days were unforgatable to me .	[MASK]	replacement_correction	Portuguese	28.0	RD	these	2	5	DT
However , these days were [MASK] to me .	[MASK]	replacement_correction	Portuguese	28.0	S	unforgatable	5	12	JJ
However , these days were unforgatable [MASK] me .	[MASK]	replacement_correction	Portuguese	28.0	RT	to	6	2	TO
During my stay I read an advertisement [MASK] a musical show being held at The Circle Theatre .	[MASK]	replacement_correction	Portuguese	32.0	RT	of	7	2	IN
During my stay I read an advertisement of a musical show being [MASK] at The Circle Theatre .	[MASK]	replacement_correction	Portuguese	32.0	RV	held	12	4	VBN
As you may [MASK] , our city is well known for the musicals .	[MASK]	replacement_correction	Korean	37.00	TV	hear	3	4	VB
I wish you [MASK] there .	[MASK]	replacement_correction	Japanese	29.0	TV	were	3	4	VBD
But at night , when it became dark the dreams [MASK] coming .	[MASK]	replacement_correction	German	25.0	TV	were	10	4	VBD
But at night , when it became dark the dreams were [MASK] .	[MASK]	replacement_correction	German	25.0	FV	coming	11	6	VBG
Since the end of the 40 's which is the period [MASK] the technology started , nobody can say that nothing has changed .	[MASK]	replacement_correction	French	27.0	RY	where	11	5	WRB
To sum up , modern technology will bring lots of changes and our daily lives [MASK] be more convenience .	[MASK]	replacement_correction	Korean	25.00	TV	would	15	5	MD
To sum up , modern technology will bring lots of changes and our daily lives would be more [MASK] .	[MASK]	replacement_correction	Korean	25.00	DJ	convenience	18	11	NN
You can see the sign [MASK] hotel .	[MASK]	replacement_correction	Chinese	18.00	RT	of	5	2	IN
When the sons were old they began to [MASK] about their life beginning with this story happend a long time ago	[MASK]	replacement_correction	Russian	32.00	RV	tell	8	4	VB
When the sons were old they began to tell about their life beginning with this story [MASK] a long time ago	[MASK]	replacement_correction	Russian	32.00	IV	happend	16	7	VB
If you have any more questions , [MASK] me back .	[MASK]	replacement_correction	German	29.00	AS	write	7	5	VB
If you have any more questions , write [MASK] back .	[MASK]	replacement_correction	German	29.00	AS	me	8	2	PRP
If you have any more questions , write me [MASK] .	[MASK]	replacement_correction	German	29.00	AS	back	9	4	RB
I was pleased [MASK] see Danny Brooke , he 's my favourite actor , so you can easily imagine how disappointed I was when I saw a different and unknown actor on the scene !	[MASK]	replacement_correction	Italian	24.0	FV	to	3	2	TO
I was pleased to [MASK] Danny Brooke , he 's my favourite actor , so you can easily imagine how disappointed I was when I saw a different and unknown actor on the scene !	[MASK]	replacement_correction	Italian	24.0	FV	see	4	3	VB
I was pleased to see Danny Brooke , he 's my favourite actor , so you can easily imagine how disappointed I was when I saw a different and unknown actor on the [MASK] !	[MASK]	replacement_correction	Italian	24.0	RN	scene	33	5	NN
There are a lot of shopping [MASK] on the world	[MASK]	replacement_correction	Turkish	25.0	AGN	style	6	5	NN
There are a lot of shopping style [MASK] the world	[MASK]	replacement_correction	Turkish	25.0	RT	on	7	2	IN
If you do [MASK] , there will be no bussiness for you and no satisfaction for them .	[MASK]	replacement_correction	Spanish	25.0	RA	it	3	2	PRP
If you do it , there will be no [MASK] for you and no satisfaction for them .	[MASK]	replacement_correction	Spanish	25.0	S	bussiness	9	9	NN
[MASK] regard to the activities , I would like tennis , because I have some experience playing , and my spin and volley are very good , and painting , because I have some techniques , that I would like to put on practise .	[MASK]	replacement_correction	Spanish	36.0	ID	In	0	2	IN
In [MASK] to the activities , I would like tennis , because I have some experience playing , and my spin and volley are very good , and painting , because I have some techniques , that I would like to put on practise .	[MASK]	replacement_correction	Spanish	36.0	ID	regard	1	6	NN
In regard [MASK] the activities , I would like tennis , because I have some experience playing , and my spin and volley are very good , and painting , because I have some techniques , that I would like to put on practise .	[MASK]	replacement_correction	Spanish	36.0	ID	to	2	2	TO
In regard to the activities , I would [MASK] tennis , because I have some experience playing , and my spin and volley are very good , and painting , because I have some techniques , that I would like to put on practise .	[MASK]	replacement_correction	Spanish	36.0	RV	like	8	4	VB
In regard to the activities , I would like tennis , because I have some experience playing , and my spin and volley are very good , and painting , because I have some techniques , that I would like to [MASK] on practise .	[MASK]	replacement_correction	Spanish	36.0	ID	put	41	3	VB
In regard to the activities , I would like tennis , because I have some experience playing , and my spin and volley are very good , and painting , because I have some techniques , that I would like to put [MASK] practise .	[MASK]	replacement_correction	Spanish	36.0	ID	on	42	2	IN
In regard to the activities , I would like tennis , because I have some experience playing , and my spin and volley are very good , and painting , because I have some techniques , that I would like to put on [MASK] .	[MASK]	replacement_correction	Spanish	36.0	ID	practise	43	8	NN
Also , in the advertisement you [MASK] mentioned discounts which were not provided .	[MASK]	replacement_correction	Russian	27.0	TV	have	6	4	VBP
Also , in the advertisement you have [MASK] discounts which were not provided .	[MASK]	replacement_correction	Russian	27.0	TV	mentioned	7	9	VBN
First of all I would like to say that I think it is important [MASK] concentrate this video in few but interesting part of our daily life at school	[MASK]	replacement_correction	Italian	26.0	W	to	14	2	TO
First of all I would like to say that I think it is important to [MASK] this video in few but interesting part of our daily life at school	[MASK]	replacement_correction	Italian	26.0	W	concentrate	15	11	VB
First of all I would like to say that I think it is important to concentrate [MASK] video in few but interesting part of our daily life at school	[MASK]	replacement_correction	Italian	26.0	W	this	16	4	DT
First of all I would like to say that I think it is important to concentrate this [MASK] in few but interesting part of our daily life at school	[MASK]	replacement_correction	Italian	26.0	W	video	17	5	NN
First of all I would like to say that I think it is important to concentrate this video [MASK] few but interesting part of our daily life at school	[MASK]	replacement_correction	Italian	26.0	W	in	18	2	IN
First of all I would like to say that I think it is important to concentrate this video in few but interesting [MASK] of our daily life at school	[MASK]	replacement_correction	Italian	26.0	AGN	part	22	4	NN
I have great experience [MASK] sailing .	[MASK]	replacement_correction	Turkish	32.0	RT	for	4	3	IN
I would not like to take legal action , as it would not be convenient for [MASK] of us , but I will if I consider it necessary .	[MASK]	replacement_correction	Spanish	34.0	RQ	both	16	4	DT
Modern technology [MASK] been changing the human life since the first many was born .	[MASK]	replacement_correction	Portuguese	27.0	AGV	have	2	4	VBP
Modern technology have been changing the human life since the first [MASK] was born .	[MASK]	replacement_correction	Portuguese	27.0	R	many	11	4	JJ
Firstly , I can [MASK] only in July because I have no time except July as I am a postgraduate student .	[MASK]	replacement_correction	Korean	31.0	W	travel	4	6	VB
Firstly , I can travel [MASK] in July because I have no time except July as I am a postgraduate student .	[MASK]	replacement_correction	Korean	31.0	W	only	5	4	RB
When we arrived at the restaurant we had [MASK] realize that it was closed because the cook was ill .	[MASK]	replacement_correction	German	29.0	TV	to	8	2	TO
When we arrived at the restaurant we had to [MASK] that it was closed because the cook was ill .	[MASK]	replacement_correction	German	29.0	TV	realize	9	7	VB
[MASK] hello to your parents !	[MASK]	replacement_correction	Russian	26.0	RV	Tell	0	4	NNP
[MASK] mother , whereas was very keen on shopping everything .	[MASK]	replacement_correction	Italian	28.0	W	My	0	2	PRP$
My [MASK] , whereas was very keen on shopping everything .	[MASK]	replacement_correction	Italian	28.0	W	mother	1	6	NN
My mother [MASK] whereas was very keen on shopping everything .	[MASK]	replacement_correction	Italian	28.0	W	,	2	1	,
My mother , [MASK] was very keen on shopping everything .	[MASK]	replacement_correction	Italian	28.0	W	whereas	3	7	NN
I hope , I was able to answer your questions and you will perhaps soon give me a reply [MASK] my ones .	[MASK]	replacement_correction	Russian	27.0	RT	on	19	2	IN
Your programme is excellent because it tries to offer to the students the best way to spend [MASK] time without wasting time in silly places or events .	[MASK]	replacement_correction	Portuguese	27.00	RD	our	17	3	PRP$
Your programme is excellent because it tries to offer to the students the best way to spend our time without wasting time [MASK] silly places or events .	[MASK]	replacement_correction	Portuguese	27.00	RT	in	22	2	IN
Her father had met another woman who [MASK] not been as pretty as Maria 's mother but worked in a bank and had a good salary .	[MASK]	replacement_correction	Russian	30.0	TV	had	7	3	VBD
Her father had met another woman who had [MASK] been as pretty as Maria 's mother but worked in a bank and had a good salary .	[MASK]	replacement_correction	Russian	30.0	TV	not	8	3	RB
Her father had met another woman who had not [MASK] as pretty as Maria 's mother but worked in a bank and had a good salary .	[MASK]	replacement_correction	Russian	30.0	TV	been	9	4	VBN
EVENTUALLY THE ROBBER WAS CAUGHT BY THE POLICE , AND FOR HIS [MASK] AND HONESTY HE HAD A LOT OF FRIENDS .	[MASK]	replacement_correction	Italian	26.0	DN	BRAVE	12	5	NNP
It [MASK] to start at 19.30 pm in the evening but we had to wait for more than half an hour .	[MASK]	replacement_correction	Korean	33.0	TV	supposed	1	8	VBD
On the one hand , I own a camera that I often use during leisure [MASK] .	[MASK]	replacement_correction	French	25.0	FN	times	15	5	NNS
Firstly , despite the advertisement stating that Danny Brook was starring , another actor [MASK] starring in the actual show and his performance was literally horrible , and disappointing .	[MASK]	replacement_correction	Japanese	32.0	TV	was	14	3	VBD
Firstly , despite the advertisement stating that Danny Brook was starring , another actor was [MASK] in the actual show and his performance was literally horrible , and disappointing .	[MASK]	replacement_correction	Japanese	32.0	TV	starring	15	8	VBG
Firstly , despite the advertisement stating that Danny Brook was starring , another actor was starring in the actual show and his performance was [MASK] horrible , and disappointing .	[MASK]	replacement_correction	Japanese	32.0	RY	literally	24	9	RB
[MASK] sincerely ,	[MASK]	replacement_correction	Japanese	22.00	DA	Your	0	4	PRP$
That was a [MASK] for my whole family ,	[MASK]	replacement_correction	Turkish	31.0	S	dissapointment	3	14	NN
That was a dissapointment for my whole family [MASK]	[MASK]	replacement_correction	Turkish	31.0	RP	,	8	1	,
I was very keen on English lessons , maybe because I was sitting near the Boy I [MASK] .	[MASK]	replacement_correction	Spanish	23.0	TV	loves	17	5	VBP
[MASK] began to spread that secrect to everybody including the teachers .	[MASK]	replacement_correction	Chinese	27.0	RP	she	0	3	PRP
she began to [MASK] that secrect to everybody including the teachers .	[MASK]	replacement_correction	Chinese	27.0	RV	spread	3	6	VB
she began to spread that [MASK] to everybody including the teachers .	[MASK]	replacement_correction	Chinese	27.0	S	secrect	5	7	NN
she began to spread that secrect [MASK] everybody including the teachers .	[MASK]	replacement_correction	Chinese	27.0	RT	to	6	2	TO
I am writing to [MASK] the informations that you need from me .	[MASK]	replacement_correction	Portuguese	27.0	RV	answer	4	6	VB
I am writing to answer the [MASK] that you need from me .	[MASK]	replacement_correction	Portuguese	27.0	CN	informations	6	12	NNS
I am so [MASK] about winning the competition .	[MASK]	replacement_correction	Korean	18.0	RJ	marvellous	3	10	JJ
I am very pleased to help to organize this Conference in our College , which will [MASK] at Conference Centre at Bromley College starting on 20th June for 3 days .	[MASK]	replacement_correction	Chinese	29.00	TV	hold	16	4	VB
They have used animal and fish skins , some plants and herbal things than [MASK] one .	[MASK]	replacement_correction	Korean	25.0	R	chemical	14	8	NN
They have used animal and fish skins , some plants and herbal things than chemical [MASK] .	[MASK]	replacement_correction	Korean	25.0	R	one	15	3	CD
Further I would prefer to [MASK] in a tent at the Camp , because I am already used to that , because I often spent my holidays in tents .	[MASK]	replacement_correction	German	31.0	RV	live	5	4	VB
Further I would prefer to live in a tent at the [MASK] , because I am already used to that , because I often spent my holidays in tents .	[MASK]	replacement_correction	German	31.0	RP	Camp	11	4	NNP
Further I would prefer to live in a tent at the Camp , because I am already used to that , because I often [MASK] my holidays in tents .	[MASK]	replacement_correction	German	31.0	TV	spent	24	5	VBD
I am writing to you because I [MASK] your letter concerning the prize of two weeks in California that I have won .	[MASK]	replacement_correction	Italian	26.0	TV	receive	7	7	VBP
For all these [MASK] , I want to ask for my money back and I hope to hear from you soon !	[MASK]	replacement_correction	Italian	29.0	AGN	reason	3	6	NN
For next year 's [MASK] , you could possibly add some foreign films , like the Chinese ones , which I most like .	[MASK]	replacement_correction	Italian	34.00	RN	edition	4	7	NN
For next year 's edition , you could possibly add some foreign films , like the Chinese ones , which I [MASK] like .	[MASK]	replacement_correction	Italian	34.00	W	most	21	4	RBS
For next year 's edition , you could possibly add some foreign films , like the Chinese ones , which I most [MASK] .	[MASK]	replacement_correction	Italian	34.00	W	like	22	4	IN
We think we would all have another chance for shopping in London [MASK] later .	[MASK]	replacement_correction	German	32.00	RY	sometimes	12	9	RB
